Account,Balance
0.0.2007065,9505.16474
0.0.2006806,5005.205677
0.0.2005484,0
0.0.2003070,0
0.0.2000319,0
0.0.2000003,542.668735
0.0.1999911,0
0.0.1998899,0
0.0.1990636,0
0.0.1990302,16746.741676
0.0.1988888,0
0.0.1988786,0
0.0.1988040,10400.738558
0.0.1988018,0
0.0.1987743,0
0.0.1987705,0
0.0.1987498,69142.201463
0.0.1986862,1057946.847203
0.0.1986737,0
0.0.1986648,770.814399
0.0.1986074,0
0.0.1978521,2591.911477
0.0.1978282,0.000001
0.0.1976042,0
0.0.1974872,6435.323071
0.0.1969316,0
0.0.1965761,0
0.0.1965544,146730
0.0.1960789,0
0.0.1959232,10000.00067
0.0.1956120,75732.290582
0.0.1952570,0
0.0.1940847,0
0.0.1938313,0
0.0.1935391,0
0.0.1933120,0
0.0.1930351,0
0.0.1930187,2573.51
0.0.1927777,0
0.0.1922147,0
0.0.1920245,0.000411
0.0.1918640,150313.808595
0.0.1917822,576.179431
0.0.1916882,0
0.0.1916180,0
0.0.1911748,153.751879
0.0.1895561,0
0.0.1893957,6672
0.0.1891469,0
0.0.1890716,50059
0.0.1890294,0
0.0.1883185,0
0.0.1882739,76685
0.0.1882256,50995
0.0.1880235,0
0.0.1876708,0
0.0.1871354,0
0.0.1862071,1812353.446201
0.0.1859938,0
0.0.1858926,21.511099
0.0.1851321,1054412.373093
0.0.1792942,1112
0.0.1792781,99.98
0.0.1791868,0
0.0.1790030,0
0.0.1786185,1.186735
0.0.1775911,0
0.0.1773014,0
0.0.1772695,15522.269915
0.0.1757800,14
0.0.1757633,6445.68458
0.0.1754556,669292.925207
0.0.1754368,0
0.0.1750694,0
0.0.1748006,0
0.0.1744787,0
0.0.1734961,0
0.0.1733408,0
0.0.1731373,6350.51853
0.0.1730783,2751.493281
0.0.1730347,88.88
0.0.1729620,20.945139
0.0.1729562,0.033859
0.0.1729513,122576.108329
0.0.1728955,432426.280025
0.0.1728068,3592.765207
0.0.1727367,0
0.0.1727366,0
0.0.1725685,0
0.0.1725029,0
0.0.1725011,0
0.0.1724536,0
0.0.1724348,0
0.0.1724010,233758.232435
0.0.1722926,29771
0.0.1722387,0.000248
0.0.1721040,5236.25
0.0.1719635,0
0.0.1716936,634.118446
0.0.1715943,0
0.0.1714988,4255.059915
0.0.1714466,0
0.0.1714210,0
0.0.1713560,2609.620499
0.0.1710309,0.002897
0.0.1708350,53798.18
0.0.1705196,0
0.0.1704972,0
0.0.1704331,1500070.58
0.0.1701108,0
0.0.1700403,0
0.0.1698335,0
0.0.1698293,53419.784007
0.0.1696957,0
0.0.1696576,0
0.0.1696097,0
0.0.1691149,0
0.0.1690608,0
0.0.1690221,0
0.0.1689731,0
0.0.1684671,10446.651974
0.0.1684154,7924.12503
0.0.1681086,0
0.0.1680318,29546.125702
0.0.1680123,0
0.0.1678724,0
0.0.1677785,191.3156
0.0.1675833,48884
0.0.1673765,5000
0.0.1673159,389769.824759
0.0.1672985,35614.53
0.0.1672861,10000
0.0.1672386,291763.303078
0.0.1668450,252099.748209
0.0.1666965,28172.016198
0.0.1664109,694021.285499
0.0.1644184,0
0.0.1638769,0
0.0.1625971,144699.016258
0.0.1625443,0
0.0.1571137,17.696693
0.0.1528821,0
0.0.1524681,19975.047456
0.0.1519009,410.4
0.0.1516866,397455.615043
0.0.1514233,0
0.0.1513954,547.835954
0.0.1513078,0
0.0.1510394,143700.992468
0.0.1508105,138286.262266
0.0.1504316,0
0.0.1497675,0
0.0.1497563,3524.468588
0.0.1497001,100000
0.0.1494052,0
0.0.1487109,441335.135197
0.0.1485859,0
0.0.1484722,363818.507906
0.0.1483412,0
0.0.1481135,0
0.0.1480572,0
0.0.1478185,0
0.0.1477725,129045
0.0.1475851,0
0.0.1475186,4783.799299
0.0.1474411,51170
0.0.1474364,735056.864006
0.0.1471319,0
0.0.1468070,0
0.0.1467782,0
0.0.1463415,0
0.0.1462762,0.599087
0.0.1462126,0
0.0.1461439,0
0.0.1460081,4
0.0.1456956,0
0.0.1454699,0
0.0.1454455,48213.082643
0.0.1453581,0.00893
0.0.1449486,13.875432
0.0.1448231,233.462644
0.0.1447233,0
0.0.1446810,1614.734813
0.0.1446276,0
0.0.1445507,0
0.0.1442263,0
0.0.1441316,0
0.0.1441285,1206.85312
0.0.1437273,0
0.0.1437044,0
0.0.1436008,91448.813096
0.0.1429793,0
0.0.1427437,1102447.030602
0.0.1427210,199272
0.0.1425321,0
0.0.1425168,1071766.509214
0.0.1423338,100000
0.0.1422331,58611.101284
0.0.1422243,13332
0.0.1421971,0
0.0.1420570,119.296632
0.0.1420557,278
0.0.1419723,421.51
0.0.1418168,0
0.0.1416940,60000
0.0.1415941,377.08
0.0.1414659,0
0.0.1414119,0
0.0.1413657,0
0.0.1413334,10004.141397
0.0.1411995,0
0.0.1410798,0
0.0.1409976,0
0.0.1408829,0
0.0.1408531,0
0.0.1407843,110000.14601
0.0.1406886,0
0.0.1405909,88.320796
0.0.1405765,3160.456744
0.0.1405533,0
0.0.1404223,0
0.0.1401833,10483.263491
0.0.1400045,2153.164403
0.0.1399621,1112
0.0.1395118,44802.095382
0.0.1394521,20493.376516
0.0.1394466,0
0.0.1392946,0
0.0.1391028,59775.464908
0.0.1390693,0
0.0.1389857,0
0.0.1389062,43220.326751
0.0.1388793,27168.823392
0.0.1388678,0
0.0.1386381,0
0.0.1385141,0
0.0.1383669,2702.094631
0.0.1383337,52812.780389
0.0.1382332,0
0.0.1381912,147.774097
0.0.1381571,0
0.0.1381489,0
0.0.1381031,15504.699011
0.0.1380626,0
0.0.1377127,1510.96
0.0.1376262,0
0.0.1374868,0
0.0.1372987,13615.415587
0.0.1371850,0
0.0.1371288,436410.702564
0.0.1370708,0
0.0.1370531,475697.251496
0.0.1370486,0
0.0.1370459,11861.444892
0.0.1368179,23737.467643
0.0.1367917,481950.807428
0.0.1365264,0
0.0.1365105,0
0.0.1360162,0
0.0.1352134,0
0.0.1350500,1975
0.0.1349116,0
0.0.1348105,0
0.0.1347654,0
0.0.1347358,0
0.0.1344896,0
0.0.1342912,0
0.0.1341993,0
0.0.1341919,0
0.0.1341637,277.09
0.0.1338256,25599.28509
0.0.1337171,0
0.0.1335588,0
0.0.1334900,0
0.0.1334138,32665.198659
0.0.1330202,24999.999665
0.0.1329633,0
0.0.1327617,0
0.0.1325256,100
0.0.1322328,0
0.0.1318098,732.216613
0.0.1312367,0
0.0.1307308,0
0.0.1300860,48139.27
0.0.1298852,1000
0.0.1296715,232.148774
0.0.1292703,0
0.0.1290076,0
0.0.1289864,4245.545395
0.0.1289634,0.829513
0.0.1289470,6861.383379
0.0.1289271,38724.691507
0.0.1287998,823.813757
0.0.1285385,201479.70361
0.0.1284314,0
0.0.1282601,0
0.0.1282127,1001368
0.0.1279468,1112
0.0.1275236,0
0.0.1274754,0
0.0.1274288,103643.24995
0.0.1272207,0
0.0.1269158,0
0.0.1264808,5142.778758
0.0.1263688,3336
0.0.1261132,0
0.0.1260393,44480
0.0.1255447,2952.823556
0.0.1249442,1150.823397
0.0.1248680,0
0.0.1239494,0
0.0.1234369,200
0.0.1234112,865.24
0.0.1232143,0
0.0.1223565,0
0.0.1222928,1238
0.0.1219172,0
0.0.1219024,182.586525
0.0.1217090,0
0.0.1214637,8.513861
0.0.1214210,0
0.0.1212720,0
0.0.1212182,0
0.0.1199096,0
0.0.1197292,0
0.0.1196967,0
0.0.1196935,15603.577362
0.0.1194381,0
0.0.1191966,0
0.0.1191273,0
0.0.1191262,0
0.0.1191163,0
0.0.1188241,1000069
0.0.1186941,0
0.0.1186362,1802.53164
0.0.1185307,0
0.0.1184835,0
0.0.1180006,0
0.0.1179363,0
0.0.1178663,0
0.0.1177359,0
0.0.1177220,0
0.0.1177120,1001898.589133
0.0.1176992,0
0.0.1176960,1052.830801
0.0.1176251,0
0.0.1174916,0
0.0.1174350,0
0.0.1174253,0
0.0.1172571,424.84414
0.0.1171841,512.896718
0.0.1171467,0
0.0.1171447,0
0.0.1171155,0
0.0.1170795,0
0.0.1170731,0
0.0.1170229,0
0.0.1169386,0
0.0.1169083,0
0.0.1162198,0
0.0.1161795,0
0.0.1160895,0
0.0.1159690,0
0.0.1159688,0
0.0.1159289,0
0.0.1159181,0
0.0.1158804,0
0.0.1158670,0
0.0.1158613,0
0.0.1158118,0
0.0.1157956,0
0.0.1157460,0
0.0.1157363,0
0.0.1157254,0
0.0.1157088,0
0.0.1156947,0
0.0.1156898,0
0.0.1156854,0
0.0.1156791,0
0.0.1156746,0
0.0.1156744,0
0.0.1156688,0
0.0.1156565,0
0.0.1156372,0
0.0.1156196,0
0.0.1156154,0
0.0.1156067,0
0.0.1155630,0
0.0.1155513,0
0.0.1155359,0
0.0.1155302,0
0.0.1154862,0
0.0.1154836,0
0.0.1154251,0
0.0.1154137,0
0.0.1152715,0
0.0.1152164,0
0.0.1146694,0
0.0.1146286,0
0.0.1145999,0
0.0.1145902,458.889519
0.0.1145872,0
0.0.1145859,0
0.0.1145727,0
0.0.1144841,0
0.0.1144765,0
0.0.1144639,0
0.0.1144482,0
0.0.1144146,0
0.0.1142389,0
0.0.1142235,0
0.0.1142083,0
0.0.1141987,0
0.0.1141882,0
0.0.1140738,2138.712936
0.0.1140572,0
0.0.1139770,0
0.0.1139374,0
0.0.1138427,0
0.0.1138160,0
0.0.1137936,0
0.0.1137113,26664
0.0.1137064,0
0.0.1137010,0
0.0.1136658,34.377907
0.0.1136511,0
0.0.1136299,0
0.0.1135036,0
0.0.1134706,0
0.0.1134641,0
0.0.1133934,0
0.0.1133888,0
0.0.1133887,0
0.0.1133714,0
0.0.1133704,0
0.0.1133628,0
0.0.1133611,0
0.0.1133544,0
0.0.1133493,4121.067797
0.0.1133221,0
0.0.1132959,0
0.0.1130289,0
0.0.1129920,0
0.0.1129277,0
0.0.1129193,0
0.0.1127662,0
0.0.1125727,0
0.0.1124961,0.0002
0.0.1123753,34621.399621
0.0.1122256,0
0.0.1120498,421.51
0.0.1118723,151170
0.0.1117791,36226.710211
0.0.1115484,0
0.0.1113714,0
0.0.1113419,31172
0.0.1112309,3357.323261
0.0.1110801,126846
0.0.1110041,1639966.826335
0.0.1109942,1350998.568944
0.0.1109176,800.639856
0.0.1108269,0
0.0.1106873,0
0.0.1105713,0
0.0.1105136,0
0.0.1098804,26
0.0.1096712,0
0.0.1095862,0
0.0.1095660,4
0.0.1095544,0
0.0.1095492,0
0.0.1094607,0
0.0.1094114,0
0.0.1094112,0
0.0.1093993,807.493313
0.0.1093866,0
0.0.1093316,0
0.0.1093270,0
0.0.1093137,0
0.0.1093000,0
0.0.1092953,0
0.0.1092950,0
0.0.1092948,28796.915487
0.0.1092941,0
0.0.1092905,0
0.0.1092877,0
0.0.1092821,0
0.0.1092235,0
0.0.1091899,19856.794048
0.0.1091518,0
0.0.1089819,0
0.0.1087964,0
0.0.1087845,0
0.0.1087759,0
0.0.1087706,0
0.0.1087279,0
0.0.1087094,0
0.0.1087069,0
0.0.1087040,0
0.0.1087027,0
0.0.1085223,0
0.0.1082286,0
0.0.1082181,55
0.0.1079361,0
0.0.1079329,0
0.0.1078179,0
0.0.1075415,1326.401882
0.0.1074740,2301.308864
0.0.1074067,0
0.0.1073135,0.058862
0.0.1071830,1854.807701
0.0.1071285,4326.2
0.0.1070811,0
0.0.1070127,1766.983087
0.0.1068301,0
0.0.1067944,70057
0.0.1067376,0
0.0.1064529,99.98
0.0.1063232,0
0.0.1062649,0
0.0.1060935,33968.169989
0.0.1060925,2465.919668
0.0.1057364,11116.299613
0.0.1057057,15245.411421
0.0.1055818,10187.130273
0.0.1048461,0
0.0.1048446,0
0.0.1046022,1387.524308
0.0.1045918,0
0.0.1043204,26453.007692
0.0.1042788,49455.697838
0.0.1038030,654.832802
0.0.1034527,75041.907744
0.0.1032019,1819.539785
0.0.1028712,0
0.0.1026515,8359.768829
0.0.1025874,1395310
0.0.1024843,0
0.0.1022543,0
0.0.1017856,0
0.0.1017526,0
0.0.1016797,0
0.0.1009022,8059.033223
0.0.1008120,7.416047
0.0.1008009,63301.687596
0.0.1006969,0
0.0.1005298,0
0.0.1002603,10071.578062
0.0.1000668,0
0.0.997927,0
0.0.990188,0
0.0.988036,1189271.995728
0.0.981180,8646.24
0.0.976136,0
0.0.975908,10089.275478
0.0.967174,0
0.0.961031,40545.369919
0.0.954296,1
0.0.950498,114.725207
0.0.949180,211586.563438
0.0.945282,0
0.0.944161,0
0.0.933991,304747.77306
0.0.931165,21957.683423
0.0.929918,0
0.0.926064,0
0.0.921905,71817.69121
0.0.914987,3071.855989
0.0.914727,47394.941651
0.0.914261,0
0.0.913698,6860.094561
0.0.912284,15.658248
0.0.912101,10085.807675
0.0.911096,274.72283
0.0.910915,0
0.0.910031,0
0.0.909538,0
0.0.908294,0
0.0.907382,109495.128157
0.0.906269,199358.826343
0.0.901261,120000
0.0.898725,122114.657126
0.0.898708,0
0.0.898540,65.734084
0.0.898319,4448
0.0.895105,0
0.0.892815,558.203541
0.0.892416,42643.281696
0.0.890375,13552.528347
0.0.886039,0
0.0.883236,0
0.0.880682,0
0.0.879215,1000
0.0.868970,30574.38009
0.0.863488,0
0.0.863325,0
0.0.862183,0
0.0.859649,0
0.0.859023,21.732847
0.0.857520,81.499885
0.0.856304,1390
0.0.854423,426.82252
0.0.854001,4395.35196
0.0.850710,244063.179682
0.0.850664,0
0.0.850640,5060.697817
0.0.850514,3028.34
0.0.849623,33818.493732
0.0.849326,0.000001
0.0.848856,4326.40167
0.0.848819,0
0.0.848643,114463.422878
0.0.848563,6126.902645
0.0.848348,0
0.0.848305,0
0.0.848303,0
0.0.847215,0
0.0.847123,0
0.0.846781,79084.630988
0.0.846102,0
0.0.845966,18887
0.0.845881,0
0.0.845610,0
0.0.845391,0
0.0.844585,0
0.0.844560,0
0.0.844290,0
0.0.843242,11165.792364
0.0.843211,10103.19699
0.0.843137,0
0.0.841549,1043109.22235
0.0.841342,285648.520397
0.0.840180,66
0.0.839958,100000.589798
0.0.839516,1660261.677091
0.0.839475,0
0.0.839471,21499.844219
0.0.838355,702.275632
0.0.837936,281868.56276
0.0.837852,0
0.0.836818,0
0.0.836731,0
0.0.836445,13218.25368
0.0.836214,308847.418946
0.0.836080,0
0.0.835562,0
0.0.835561,0
0.0.835382,102692.363251
0.0.834607,890
0.0.834595,174947.446696
0.0.834383,18809.112702
0.0.833726,0
0.0.833558,114125.291715
0.0.833282,79626.177448
0.0.833139,233513.519604
0.0.833115,0
0.0.833103,0
0.0.832415,0
0.0.832121,0
0.0.831944,0
0.0.831813,347833.082552
0.0.831203,0
0.0.831128,399.3
0.0.829903,5584.584966
0.0.828621,0.000364
0.0.828466,0
0.0.828167,310527.437708
0.0.827771,7
0.0.827626,0
0.0.824900,0
0.0.824071,388.18
0.0.823259,0
0.0.820194,22826.463524
0.0.819934,155.930494
0.0.818058,0
0.0.817990,0
0.0.817883,0
0.0.817598,0
0.0.816244,5339.325205
0.0.814382,0
0.0.813604,0
0.0.813427,278.050423
0.0.813134,0
0.0.813132,2224
0.0.811332,0
0.0.810672,949.17279
0.0.809013,0
0.0.808791,4
0.0.798408,39013.271449
0.0.795169,0
0.0.794335,2293.78
0.0.793407,0
0.0.791783,3
0.0.790397,19801.206526
0.0.789588,0
0.0.789267,0
0.0.789038,4.454427
0.0.782574,0
0.0.778374,0
0.0.776339,0
0.0.776001,0
0.0.775583,0
0.0.775041,22696.667047
0.0.774239,0
0.0.769013,0
0.0.768800,0
0.0.768704,0
0.0.767621,0
0.0.766791,111.896825
0.0.763451,0
0.0.762068,13467.916678
0.0.760407,371.635774
0.0.754927,0
0.0.752776,1344.175204
0.0.751583,3389.486703
0.0.748092,0
0.0.742132,0
0.0.740347,0
0.0.735374,0
0.0.732415,2221.001867
0.0.729363,0
0.0.725889,1297.86
0.0.724905,4462.367559
0.0.723907,0
0.0.722131,0
0.0.712972,0
0.0.712902,0
0.0.708830,7153.057171
0.0.708744,5297.91574
0.0.708217,0
0.0.708114,0
0.0.707870,0
0.0.707855,0
0.0.707749,0
0.0.707585,0
0.0.707473,727391.158063
0.0.707185,0
0.0.704740,0
0.0.704738,0
0.0.702427,54370.06998
0.0.701923,8652.4
0.0.700400,0
0.0.700278,0
0.0.699534,0
0.0.697552,0
0.0.696339,0
0.0.696049,665.28
0.0.694381,0
0.0.694156,938.359567
0.0.693645,0
0.0.692862,0
0.0.691715,0
0.0.689034,0
0.0.688593,0
0.0.684055,0
0.0.683815,0
0.0.683607,447.116882
0.0.683376,0
0.0.681999,2224
0.0.681405,166
0.0.679541,0
0.0.677515,0
0.0.670678,0
0.0.665613,0
0.0.665092,0
0.0.664844,93679.174612
0.0.664329,2071.880006
0.0.663924,0
0.0.663580,0
0.0.663424,60000.820153
0.0.662699,0
0.0.661726,40.891048
0.0.660788,0
0.0.658243,0
0.0.656864,85.530423
0.0.656079,0
0.0.654391,0
0.0.653749,112228
0.0.651457,24768.914275
0.0.647948,0
0.0.644545,0
0.0.639777,0
0.0.638800,0
0.0.638571,0
0.0.637471,0
0.0.637134,0
0.0.636554,0
0.0.636142,5054.678398
0.0.635950,16232.012033
0.0.633800,0
0.0.627512,11.380709
0.0.626579,0
0.0.625759,11100.556846
0.0.624045,0
0.0.623991,0
0.0.621643,2359.869772
0.0.621029,0
0.0.617606,0
0.0.615651,0
0.0.605850,0
0.0.598349,0
0.0.589122,0
0.0.581077,133440.000001
0.0.570456,51057.935031
0.0.540274,0.587529
0.0.540219,1052.264891
0.0.530155,0
0.0.525256,16403.626716
0.0.523118,0
0.0.518487,67.63
0.0.512226,0
0.0.509965,0
0.0.505765,0
0.0.504139,115.582793
0.0.504061,1112
0.0.503513,0
0.0.502561,17.036309
0.0.492429,0
0.0.490283,11477.486272
0.0.489818,124.966448
0.0.488329,0
0.0.484146,0
0.0.482069,1111
0.0.481349,0
0.0.481315,0
0.0.480280,278
0.0.480237,3648.36125
0.0.476700,2384.614994
0.0.467167,0
0.0.467068,1549.310927
0.0.460891,1
0.0.456097,145
0.0.428186,0
0.0.427529,0
0.0.355724,0
0.0.355094,35969.005101
0.0.283414,194033.4735
0.0.258448,0
0.0.204362,0
0.0.161888,85834.366003
0.0.155562,0
0.0.140156,1640.347212
0.0.121378,0
0.0.55460,431452.015216
0.0.52671,39472.318969
0.0.38610,1264.53
0.0.21838,0
0.0.8316,0
0.0.7916,33.32
0.0.2595,0
