Account,Balance
0.0.3134783,0
0.0.3134444,0
0.0.3132436,0
0.0.3132177,0
0.0.3132086,0
0.0.3132034,0
0.0.3131905,0
0.0.3131896,0
0.0.3131777,0
0.0.3131744,0
0.0.3131726,0
0.0.3131710,0
0.0.3131181,0
0.0.3131125,0
0.0.3131028,0
0.0.3130785,0
0.0.3130697,0
0.0.3130491,0
0.0.3129639,0
0.0.3129626,0
0.0.3129609,0
0.0.3129528,0
0.0.3129181,0
0.0.3129086,0
0.0.3128335,0
0.0.3128078,0
0.0.3125030,0
0.0.3124673,0
0.0.3124456,0
0.0.3123987,0
0.0.3123985,0
0.0.3123826,0
0.0.3123700,0
0.0.3123644,0
0.0.3123551,0
0.0.3123495,0
0.0.3123236,0
0.0.3123130,0
0.0.3122976,0
0.0.3122882,0
0.0.3122788,0
0.0.3122617,0
0.0.3119597,0
0.0.3119486,0
0.0.3119485,0
0.0.3119373,0
0.0.3119338,0
0.0.3119321,363557.719343
0.0.3119246,0
0.0.3119073,0
0.0.3119042,0
0.0.3119024,0
0.0.3119009,0
0.0.3118939,0
0.0.3118902,0
0.0.3118885,0
0.0.3118817,0
0.0.3118760,0
0.0.3118565,0
0.0.3118464,0
0.0.3118444,0
0.0.3118392,0
0.0.3118385,0
0.0.3118375,0
0.0.3118344,0
0.0.3118291,0
0.0.3118279,0
0.0.3118276,0
0.0.3118260,0
0.0.3118236,0
0.0.3118229,0
0.0.3118221,0
0.0.3118219,0
0.0.3118120,0
0.0.3118099,0
0.0.3118054,0
0.0.3118038,0
0.0.3118035,0
0.0.3118029,0
0.0.3118012,0
0.0.3117998,0
0.0.3117993,0
0.0.3117989,0
0.0.3117960,0
0.0.3117947,0
0.0.3117946,0
0.0.3117860,0
0.0.3117785,0
0.0.3117766,0
0.0.3117755,0
0.0.3117624,0
0.0.3117619,0
0.0.3117609,0
0.0.3117604,0
0.0.3117592,0
0.0.3117590,0
0.0.3117580,0
0.0.3117569,0
0.0.3117567,0
0.0.3117554,0
0.0.3117513,0
0.0.3117480,0
0.0.3117475,0
0.0.3117439,0
0.0.3117437,0
0.0.3117377,0
0.0.3116941,0
0.0.3116737,0.081904
0.0.3116692,0
0.0.3116611,0
0.0.3116497,0
0.0.3115911,0
0.0.3115749,0
0.0.3115748,0
0.0.3115733,0
0.0.3115578,0
0.0.3115557,0
0.0.3115334,0
0.0.3113425,0
0.0.3113263,0
0.0.3113090,0
0.0.3112518,0
0.0.3112495,0
0.0.3112485,0
0.0.3111687,0
0.0.3111675,0
0.0.3111512,0
0.0.3111485,0
0.0.3111470,0
0.0.3111420,0
0.0.3111413,0
0.0.3111104,0
0.0.3110928,0
0.0.3110017,0
0.0.3109497,0
0.0.3109455,0
0.0.3109418,0
0.0.3108261,0
0.0.3107663,0
0.0.3107532,0
0.0.3107284,0
0.0.3107118,0
0.0.3107016,0
0.0.3106657,0
0.0.3106557,0
0.0.3106398,0
0.0.3106395,0
0.0.3106374,0
0.0.3105953,0
0.0.3105951,0
0.0.3105924,0
0.0.3105902,0
0.0.3105870,0
0.0.3105836,0
0.0.3105741,0
0.0.3105341,0
0.0.3105324,0
0.0.3105251,0
0.0.3105181,0
0.0.3104955,0
0.0.3104923,0
0.0.3104906,0
0.0.3104873,0
0.0.3104828,0
0.0.3104750,0
0.0.3104687,0
0.0.3104664,0
0.0.3104608,0
0.0.3104543,0
0.0.3104368,0
0.0.3104337,0
0.0.3104297,0
0.0.3104294,0
0.0.3104280,0
0.0.3104266,0
0.0.3104257,0
0.0.3104245,0
0.0.3104218,0
0.0.3104215,0
0.0.3104185,0
0.0.3104011,0
0.0.3103986,0
0.0.3103937,0
0.0.3103906,0
0.0.3103891,0
0.0.3103884,0
0.0.3103847,0
0.0.3103839,0
0.0.3103659,0
0.0.3103576,0
0.0.3103377,0
0.0.3103206,0
0.0.3103158,0
0.0.3103108,0
0.0.3103073,0
0.0.3103072,0
0.0.3103068,0
0.0.3103062,0
0.0.3103056,0
0.0.3103046,0
0.0.3103039,0
0.0.3103033,0
0.0.3102970,0
0.0.3102942,0
0.0.3102922,0
0.0.3102908,0
0.0.3102866,0
0.0.3102849,0
0.0.3102837,0
0.0.3102826,0
0.0.3102808,0
0.0.3102786,0
0.0.3102764,0
0.0.3102708,0
0.0.3102625,0
0.0.3102595,0
0.0.3102566,0
0.0.3102531,0
0.0.3102521,0
0.0.3102514,0
0.0.3102478,0
0.0.3102467,0
0.0.3102445,0
0.0.3102421,0
0.0.3102371,0
0.0.3102339,0
0.0.3102303,0
0.0.3102273,0
0.0.3102271,0
0.0.3102265,0
0.0.3102256,0
0.0.3102242,0
0.0.3102240,0
0.0.3102237,0
0.0.3102226,0
0.0.3102222,0
0.0.3102221,0
0.0.3102210,0
0.0.3102187,0
0.0.3102178,0
0.0.3102173,0
0.0.3102162,0
0.0.3102130,0
0.0.3102124,0
0.0.3102122,0
0.0.3102106,0
0.0.3102082,0
0.0.3102069,0
0.0.3102038,0
0.0.3102029,0
0.0.3102021,0
0.0.3102016,0
0.0.3101997,0
0.0.3101993,0
0.0.3101978,0
0.0.3101972,0
0.0.3101946,0
0.0.3101915,0
0.0.3101913,0
0.0.3101854,0
0.0.3101818,0
0.0.3101799,0
0.0.3101598,0
0.0.3101596,0
0.0.3101573,0
0.0.3101518,0
0.0.3101498,0
0.0.3101497,0
0.0.3101495,0
0.0.3101470,0
0.0.3101469,0
0.0.3101468,0
0.0.3101434,0
0.0.3101377,6381.847511
0.0.3101310,0
0.0.3101305,0
0.0.3101299,0
0.0.3101247,0
0.0.3101208,0
0.0.3101127,0
0.0.3100917,0
0.0.3100792,0
0.0.3100704,11144776.716861
0.0.3100438,0
0.0.3100200,0
0.0.3100162,0
0.0.3100135,0
0.0.3096800,0
0.0.3096266,0
0.0.3096063,0
0.0.3095006,0
0.0.3093625,0
0.0.3093610,0
0.0.3093593,0
0.0.3093571,0
0.0.3093420,0
0.0.3092853,0
0.0.3092729,0
0.0.3092672,0
0.0.3092572,210399544.808989
0.0.3092410,0
0.0.3092244,0
0.0.3092151,0
0.0.3092148,0
0.0.3092147,0
0.0.3092145,0
0.0.3092144,0
0.0.3092142,0
0.0.3092141,0
0.0.3092139,0
0.0.3092137,0
0.0.3092136,0
0.0.3092135,0
0.0.3091963,0
0.0.3091945,0
0.0.3091824,0
0.0.3091670,0
0.0.3091645,0
0.0.3091592,0
0.0.3091581,0
0.0.3091568,0
0.0.3091549,0
0.0.3091288,0
0.0.3089832,5500
0.0.3087845,0
0.0.3087431,0
0.0.3087242,0
0.0.3086527,0
0.0.3086061,0
0.0.3085372,0
0.0.3083599,0
0.0.3078885,0
0.0.3078811,0
0.0.3078323,0
0.0.3078315,0
0.0.3078047,0
0.0.3077934,0
0.0.3077923,0
0.0.3077224,0
0.0.3077208,0
0.0.3076654,0
0.0.3076487,0
0.0.3076147,0
0.0.3075944,0
0.0.3075754,16424911.74961
0.0.3075426,0
0.0.3075416,0
0.0.3075386,0
0.0.3075383,0
0.0.3075218,0
0.0.3075179,0
0.0.3075169,0
0.0.3075149,0
0.0.3075133,0
0.0.3075123,0
0.0.3075122,0
0.0.3075099,0
0.0.3074574,0
0.0.3074173,0
0.0.3074156,0
0.0.3074140,0
0.0.3074114,0
0.0.3074097,0
0.0.3074076,0
0.0.3074047,0
0.0.3074028,0
0.0.3074007,0
0.0.3073984,0
0.0.3073963,0
0.0.3073950,0
0.0.3073947,0
0.0.3073941,0
0.0.3073928,0
0.0.3073906,0
0.0.3073905,0
0.0.3073875,0
0.0.3073854,0
0.0.3073832,0
0.0.3073810,0
0.0.3073721,0
0.0.3073661,0
0.0.3073609,0
0.0.3073594,0
0.0.3073577,0
0.0.3073562,0
0.0.3073560,0
0.0.3073541,0
0.0.3073526,0
0.0.3073507,0
0.0.3073488,0
0.0.3073481,0
0.0.3073424,0
0.0.3073397,0
0.0.3073370,0
0.0.3073367,0
0.0.3073363,0
0.0.3073350,0
0.0.3073205,0
0.0.3073194,0
0.0.3073181,0
0.0.3073152,0
0.0.3073122,0
0.0.3073110,0
0.0.3073096,0
0.0.3073083,0
0.0.3073000,0
0.0.3072981,0
0.0.3072959,0
0.0.3072951,0
0.0.3072944,0
0.0.3072892,0
0.0.3072524,0
0.0.3072494,0
0.0.3072455,0
0.0.3072338,0
0.0.3072312,0
0.0.3072236,0
0.0.3072233,0
0.0.3072226,0
0.0.3071882,0
0.0.3071664,0
0.0.3071635,0
0.0.3071579,0
0.0.3071486,0
0.0.3071484,0
0.0.3071469,0
0.0.3071436,0
0.0.3071267,0
0.0.3071094,0
0.0.3070989,0
0.0.3070796,0
0.0.3070793,0
0.0.3070786,0
0.0.3070781,0
0.0.3070773,0
0.0.3070767,0
0.0.3070755,0
0.0.3070746,0
0.0.3070742,0
0.0.3070738,0
0.0.3070731,0
0.0.3070725,0
0.0.3070709,0
0.0.3070703,0
0.0.3070693,0
0.0.3070677,0
0.0.3070675,0
0.0.3070663,0
0.0.3070634,0
0.0.3070631,0
0.0.3070625,0
0.0.3070621,0
0.0.3070605,0
0.0.3070602,0
0.0.3070588,0
0.0.3070584,0
0.0.3070553,0
0.0.3070552,0
0.0.3070549,0
0.0.3070533,0
0.0.3070531,0
0.0.3070509,0
0.0.3070504,0
0.0.3070449,0
0.0.3070383,0
0.0.3070361,0
0.0.3070347,0
0.0.3070327,0
0.0.3070317,0
0.0.3070293,0
0.0.3070263,0
0.0.3070255,0
0.0.3070201,0
0.0.3070191,0
0.0.3070187,0
0.0.3070162,0
0.0.3070147,0
0.0.3070142,0
0.0.3070124,0
0.0.3070116,0
0.0.3070104,0
0.0.3070099,0
0.0.3070094,0
0.0.3070085,0
0.0.3070028,0
0.0.3070027,0
0.0.3070011,0
0.0.3070004,0
0.0.3070002,0
0.0.3069983,0
0.0.3069908,0
0.0.3069892,0
0.0.3069877,0
0.0.3069819,0
0.0.3069810,0
0.0.3069721,0
0.0.3069710,0
0.0.3069648,0
0.0.3069617,0
0.0.3069554,0
0.0.3069451,0
0.0.3069450,0
0.0.3069423,0
0.0.3069398,0
0.0.3069393,0
0.0.3069387,0
0.0.3069383,0
0.0.3069380,0
0.0.3069284,0
0.0.3069217,0
0.0.3069079,0
0.0.3069055,0
0.0.3069029,0
0.0.3068976,0
0.0.3068971,0
0.0.3068966,0
0.0.3068754,0
0.0.3068748,0
0.0.3068732,0
0.0.3068610,0
0.0.3068590,0
0.0.3068577,0
0.0.3068553,0
0.0.3068517,0
0.0.3068500,0
0.0.3068478,0
0.0.3068425,0
0.0.3068324,0
0.0.3068300,0
0.0.3068295,0
0.0.3068168,0
0.0.3068152,0
0.0.3068060,0
0.0.3068041,0
0.0.3068014,0
0.0.3067999,0
0.0.3067979,0
0.0.3067951,0
0.0.3067942,0
0.0.3067888,0
0.0.3067725,0
0.0.3067663,0
0.0.3067570,0
0.0.3067471,0
0.0.3067399,0
0.0.3067387,0
0.0.3067365,0
0.0.3067354,815645.474562
0.0.3067312,0
0.0.3067027,0
0.0.3066979,0
0.0.3066665,0
0.0.3066643,0
0.0.3066522,0
0.0.3066354,0
0.0.3066351,0
0.0.3066339,0
0.0.3066332,0
0.0.3066257,0
0.0.3066248,0
0.0.3066194,0
0.0.3066172,0
0.0.3066148,0
0.0.3066147,0
0.0.3066137,0
0.0.3066122,0
0.0.3066057,0
0.0.3066044,0
0.0.3066033,0
0.0.3066004,0
0.0.3065978,0
0.0.3065944,0
0.0.3065852,0
0.0.3065714,0
0.0.3065601,0
0.0.3065572,0
0.0.3065562,0
0.0.3065549,0
0.0.3065539,0
0.0.3065538,0
0.0.3065413,0
0.0.3065389,0
0.0.3065232,0
0.0.3065216,0
0.0.3065189,0
0.0.3064465,0
0.0.3064338,0
0.0.3064175,0
0.0.3064167,0
0.0.3064052,0
0.0.3064035,0
0.0.3063116,0
0.0.3062751,0
0.0.3062606,0
0.0.3062594,0
0.0.3062581,0
0.0.3062570,0
0.0.3062555,0
0.0.3062539,0
0.0.3062523,0
0.0.3062519,0
0.0.3062510,0
0.0.3062492,0
0.0.3062413,0
0.0.3062385,0
0.0.3062316,0
0.0.3062194,0
0.0.3062121,0
0.0.3061896,0
0.0.3061428,0
0.0.3061391,0
0.0.3061303,0
0.0.3061198,0
0.0.3061079,0
0.0.3061048,0
0.0.3061046,0
0.0.3061037,0
0.0.3060928,0
0.0.3060921,0
0.0.3060914,0
0.0.3060852,0
0.0.3060843,0
0.0.3060821,0
0.0.3060796,0
0.0.3060786,0
0.0.3060743,0
0.0.3060742,0
0.0.3060739,0
0.0.3060718,0
0.0.3060657,0
0.0.3060649,0
0.0.3060576,0
0.0.3060565,0
0.0.3060546,0
0.0.3060528,0
0.0.3060480,0
0.0.3060379,0
0.0.3060334,0
0.0.3060311,0
0.0.3060264,0
0.0.3060232,0
0.0.3060188,0
0.0.3060110,0
0.0.3060106,0
0.0.3060095,0
0.0.3060070,0
0.0.3060049,0
0.0.3059985,0
0.0.3059967,0
0.0.3059863,0
0.0.3059854,0
0.0.3059841,0
0.0.3059802,0
0.0.3059728,0
0.0.3059652,0
0.0.3059629,0
0.0.3059597,264055.345648
0.0.3059326,0
0.0.3059307,0
0.0.3059273,0
0.0.3059168,0
0.0.3059070,0
0.0.3058989,0
0.0.3058812,0
0.0.3058773,0
0.0.3058763,0
0.0.3058761,0
0.0.3058527,0
0.0.3058423,0
0.0.3057943,0
0.0.3057930,0
0.0.3057900,0
0.0.3057867,0
0.0.3057835,0
0.0.3057822,0
0.0.3057796,0
0.0.3057768,0
0.0.3057720,0
0.0.3057561,0
0.0.3057486,500
0.0.3057337,0
0.0.3057101,0
0.0.3057013,0
0.0.3056973,0
0.0.3056967,0
0.0.3056852,0
0.0.3056492,0
0.0.3055859,0
0.0.3055019,0
0.0.3054644,0
0.0.3054600,0
0.0.3052561,0
0.0.3052193,0
0.0.3052131,0
0.0.3052120,0
0.0.3052119,0
0.0.3052078,0
0.0.3052006,0
0.0.3051991,0
0.0.3051804,0
0.0.3051323,0
0.0.3051307,0
0.0.3049981,64184.646456
0.0.3049750,2337209.056487
0.0.3048619,0
0.0.3047388,0
0.0.3047380,0
0.0.3047375,0
0.0.3047370,0
0.0.3047338,0
0.0.3047268,0
0.0.3047249,0
0.0.3047140,0
0.0.3047133,0
0.0.3047131,0
0.0.3047114,0
0.0.3047111,0
0.0.3047102,0
0.0.3047097,0
0.0.3047094,0
0.0.3047057,0
0.0.3047051,0
0.0.3047048,0
0.0.3047047,0
0.0.3047046,0
0.0.3047045,0
0.0.3047042,0
0.0.3047038,0
0.0.3047031,0
0.0.3047026,0
0.0.3047000,0
0.0.3046997,0
0.0.3046985,0
0.0.3046981,0
0.0.3046980,0
0.0.3046979,0
0.0.3046974,0
0.0.3046964,0
0.0.3046961,0
0.0.3046957,0
0.0.3046956,0
0.0.3046939,0
0.0.3046919,0
0.0.3046909,0
0.0.3046908,0
0.0.3046901,0
0.0.3046888,0
0.0.3046879,0
0.0.3046864,0
0.0.3046861,0
0.0.3046860,0
0.0.3046858,0
0.0.3046856,0
0.0.3046853,0
0.0.3046852,0
0.0.3046851,0
0.0.3046850,0
0.0.3046849,0
0.0.3046842,0
0.0.3046840,0
0.0.3046839,0
0.0.3046836,0
0.0.3046835,0
0.0.3046831,0
0.0.3046826,0
0.0.3046824,0
0.0.3046822,0
0.0.3046821,0
0.0.3046816,0
0.0.3046812,0
0.0.3046808,0
0.0.3046806,0
0.0.3046796,0
0.0.3046791,0
0.0.3046785,0
0.0.3046784,0
0.0.3046780,0
0.0.3046778,0
0.0.3046777,0
0.0.3046775,0
0.0.3046773,0
0.0.3046770,0
0.0.3046766,0
0.0.3046764,0
0.0.3046763,0
0.0.3046758,0
0.0.3046755,0
0.0.3046753,0
0.0.3046746,0
0.0.3046745,0
0.0.3046741,0
0.0.3046731,0
0.0.3046728,0
0.0.3046721,0
0.0.3046713,0
0.0.3046712,0
0.0.3046705,0
0.0.3046704,0
0.0.3046702,0
0.0.3046698,0
0.0.3046695,0
0.0.3046691,0
0.0.3046689,0
0.0.3046687,0
0.0.3046686,0
0.0.3046685,0
0.0.3046675,0
0.0.3046673,0
0.0.3046672,0
0.0.3046667,0
0.0.3046665,0
0.0.3046659,0
0.0.3046656,0
0.0.3046652,0
0.0.3046650,0
0.0.3046649,0
0.0.3046644,0
0.0.3046642,0
0.0.3046641,0
0.0.3046619,0
0.0.3046613,0
0.0.3046611,0
0.0.3046610,0
0.0.3046609,0
0.0.3046607,0
0.0.3046606,0
0.0.3046601,0
0.0.3046595,0
0.0.3046594,0
0.0.3046593,0
0.0.3046590,0
0.0.3046588,0
0.0.3046587,0
0.0.3046585,0
0.0.3046573,0
0.0.3046565,0
0.0.3046557,0
0.0.3046555,0
0.0.3046552,0
0.0.3046550,0
0.0.3046548,0
0.0.3046524,0
0.0.3046517,0
0.0.3046513,0
0.0.3046511,0
0.0.3046499,0
0.0.3046490,0
0.0.3046484,0
0.0.3046478,0
0.0.3046475,0
0.0.3046469,0
0.0.3046466,0
0.0.3046465,0
0.0.3046459,0
0.0.3046458,0
0.0.3046450,0
0.0.3046449,0
0.0.3046445,0
0.0.3046438,0
0.0.3046425,0
0.0.3046423,0
0.0.3046417,0
0.0.3046411,0
0.0.3046406,0
0.0.3046404,0
0.0.3046390,0
0.0.3046371,0
0.0.3046360,0
0.0.3046342,0
0.0.3046341,0
0.0.3046335,0
0.0.3046334,0
0.0.3046333,0
0.0.3046326,0
0.0.3046324,0
0.0.3046323,0
0.0.3046306,0
0.0.3046286,0
0.0.3046283,0
0.0.3046279,0
0.0.3046271,0
0.0.3046249,0
0.0.3046241,0
0.0.3046240,0
0.0.3046239,0
0.0.3046238,0
0.0.3046231,0
0.0.3046230,0
0.0.3046225,0
0.0.3046220,0
0.0.3046218,0
0.0.3046208,0
0.0.3046207,0
0.0.3046203,0
0.0.3046202,0
0.0.3046201,0
0.0.3046199,0
0.0.3046190,0
0.0.3046186,0
0.0.3046185,0
0.0.3046182,0
0.0.3046173,0
0.0.3046161,0
0.0.3046148,0
0.0.3046147,0
0.0.3046145,0
0.0.3046143,0
0.0.3046142,0
0.0.3046129,0
0.0.3046126,0
0.0.3046125,0
0.0.3046124,0
0.0.3046123,0
0.0.3046094,0
0.0.3046091,0
0.0.3046072,0
0.0.3046040,0
0.0.3045987,0
0.0.3045985,0
0.0.3045976,0
0.0.3045972,0
0.0.3045970,0
0.0.3045960,0
0.0.3045959,0
0.0.3045935,0
0.0.3045924,0
0.0.3045912,0
0.0.3045906,0
0.0.3045900,0
0.0.3045883,0
0.0.3045840,0
0.0.3045838,0
0.0.3045835,0
0.0.3045833,0
0.0.3045832,0
0.0.3045829,0
0.0.3045828,0
0.0.3045827,0
0.0.3045824,0
0.0.3045819,0
0.0.3045811,0
0.0.3045807,0
0.0.3045805,0
0.0.3045799,0
0.0.3045794,0
0.0.3045791,0
0.0.3045788,0
0.0.3045787,0
0.0.3045786,0
0.0.3045784,0
0.0.3045783,0
0.0.3045778,0
0.0.3045776,0
0.0.3045772,0
0.0.3045770,0
0.0.3045768,0
0.0.3045763,0
0.0.3045760,0
0.0.3045758,0
0.0.3045757,0
0.0.3045754,0
0.0.3045751,0
0.0.3045749,0
0.0.3045748,0
0.0.3045744,0
0.0.3045743,0
0.0.3045741,0
0.0.3045740,0
0.0.3045736,0
0.0.3045734,0
0.0.3045733,0
0.0.3045728,0
0.0.3045726,0
0.0.3045725,0
0.0.3045722,0
0.0.3045720,0
0.0.3045719,0
0.0.3045717,0
0.0.3045716,0
0.0.3045708,0
0.0.3045703,0
0.0.3045700,0
0.0.3045698,0
0.0.3045696,0
0.0.3045693,0
0.0.3045691,0
0.0.3045690,0
0.0.3045686,0
0.0.3045683,0
0.0.3045681,0
0.0.3045680,0
0.0.3045679,0
0.0.3045678,0
0.0.3045677,0
0.0.3045673,0
0.0.3045671,0
0.0.3045670,0
0.0.3045659,0
0.0.3045648,0
0.0.3045647,0
0.0.3045646,0
0.0.3045644,0
0.0.3045642,0
0.0.3045636,0
0.0.3045631,0
0.0.3045554,0
0.0.3045217,0
0.0.3045114,0
0.0.3045015,0
0.0.3045005,0
0.0.3044668,0
0.0.3044483,0.724467
0.0.3044432,0
0.0.3044420,0
0.0.3044343,0
0.0.3044275,0
0.0.3044218,0
0.0.3042849,5000
0.0.3042526,0
0.0.3042434,0
0.0.3040574,0
0.0.3040102,0
0.0.3040007,0
0.0.3039982,0
0.0.3039615,0
0.0.3039446,0
0.0.3039408,0
0.0.3039349,0
0.0.3039108,0
0.0.3038853,0
0.0.3038513,0
0.0.3038237,0
0.0.3038062,0
0.0.3036569,0
0.0.3036559,0
0.0.3036551,0
0.0.3036543,0
0.0.3036536,0
0.0.3036462,0
0.0.3034712,0
0.0.3034682,0
0.0.3034639,0
0.0.3034613,0
0.0.3034612,0
0.0.3034611,0
0.0.3034610,0
0.0.3034603,0
0.0.3034598,0
0.0.3034591,0
0.0.3034134,58355.945467
0.0.3034101,0
0.0.3033843,0
0.0.3033599,0
0.0.3033358,0
0.0.3033189,0
0.0.3033127,0
0.0.3033126,0
0.0.3033113,0
0.0.3033112,0
0.0.3033097,0
0.0.3033096,0
0.0.3033065,0
0.0.3033051,0
0.0.3033049,0
0.0.3033034,0
0.0.3033000,0
0.0.3032987,0
0.0.3032949,0
0.0.3032944,0
0.0.3032888,0
0.0.3032881,0
0.0.3032879,0
0.0.3032867,0
0.0.3032858,0
0.0.3032652,0
0.0.3032635,0
0.0.3032626,0
0.0.3032614,0
0.0.3032597,0
0.0.3032580,0
0.0.3032566,0
0.0.3032502,0
0.0.3032427,0
0.0.3032395,0
0.0.3032392,0
0.0.3032350,0
0.0.3032232,0
0.0.3032216,0
0.0.3032129,0
0.0.3032091,0
0.0.3031815,0
0.0.3031786,0
0.0.3031721,0
0.0.3031664,0
0.0.3031597,0
0.0.3031576,0
0.0.3031552,0
0.0.3031540,0
0.0.3031514,0
0.0.3031469,0
0.0.3031405,0
0.0.3031399,0
0.0.3031226,0
0.0.3031187,0
0.0.3031167,0
0.0.3031166,0
0.0.3031158,0
0.0.3031143,0
0.0.3031110,0
0.0.3031080,0
0.0.3031049,0
0.0.3031042,0
0.0.3031032,0
0.0.3031003,0
0.0.3030809,0
0.0.3030787,0
0.0.3030777,0
0.0.3030756,0
0.0.3030738,0
0.0.3030716,0
0.0.3030703,0
0.0.3030670,0
0.0.3030658,0
0.0.3030655,0
0.0.3030638,0
0.0.3030630,0
0.0.3030626,0
0.0.3030545,0
0.0.3030544,0
0.0.3030542,0
0.0.3030529,0
0.0.3030487,0
0.0.3030485,0
0.0.3030477,0
0.0.3030424,0
0.0.3030356,0
0.0.3030340,0
0.0.3030330,0
0.0.3030248,0
0.0.3030231,0
0.0.3030224,0
0.0.3030214,0
0.0.3030195,0
0.0.3030186,0
0.0.3030135,0
0.0.3030128,0
0.0.3030121,0
0.0.3030117,0
0.0.3030045,0
0.0.3030026,0
0.0.3029622,0
0.0.3029181,0
0.0.3029041,0
0.0.3029020,0
0.0.3028683,0
0.0.3028639,0
0.0.3028387,0
0.0.3028267,0
0.0.3028103,0
0.0.3027988,0
0.0.3027981,0
0.0.3027976,0
0.0.3027974,0
0.0.3027972,0
0.0.3027921,0
0.0.3027914,0
0.0.3027854,0
0.0.3027843,0
0.0.3027841,0
0.0.3027775,0
0.0.3027771,0
0.0.3027766,0
0.0.3027764,0
0.0.3027762,0
0.0.3027754,0
0.0.3027753,0
0.0.3027748,0
0.0.3027739,0
0.0.3027728,0
0.0.3027725,0
0.0.3027723,0
0.0.3027719,0
0.0.3027712,0
0.0.3027711,0
0.0.3027709,0
0.0.3027708,0
0.0.3027707,0
0.0.3027706,0
0.0.3027705,0
0.0.3027704,0
0.0.3027703,0
0.0.3027702,0
0.0.3027695,0
0.0.3027694,0
0.0.3027669,0
0.0.3027668,0
0.0.3027667,0
0.0.3027664,0
0.0.3027562,0
0.0.3027531,0
0.0.3027529,0
0.0.3027431,0
0.0.3027425,0
0.0.3027391,0
0.0.3027380,0
0.0.3027324,0
0.0.3027235,0
0.0.3027060,0
0.0.3027051,0
0.0.3027005,0
0.0.3026998,0
0.0.3026951,0
0.0.3026889,0
0.0.3026887,0
0.0.3026836,0
0.0.3026814,0
0.0.3026553,0
0.0.3026547,6609637
0.0.3026239,0
0.0.3026124,0
0.0.3025922,0
0.0.3025817,0
0.0.3025695,0
0.0.3025216,0
0.0.3025063,0
0.0.3025009,0
0.0.3024929,0
0.0.3024887,0
0.0.3024837,0
0.0.3024756,0
0.0.3024755,0
0.0.3024720,0
0.0.3024589,0
0.0.3024554,0
0.0.3024143,0
0.0.3023948,0
0.0.3023918,0
0.0.3023908,0
0.0.3023836,0
0.0.3023796,0
0.0.3023698,0
0.0.3023688,0
0.0.3023664,0
0.0.3023662,0
0.0.3023636,0
0.0.3023629,0
0.0.3023622,0
0.0.3023618,0
0.0.3023607,0
0.0.3023603,0
0.0.3023591,0
0.0.3023582,0
0.0.3023579,0
0.0.3023569,0
0.0.3023540,0
0.0.3023531,0
0.0.3023526,0
0.0.3023514,0
0.0.3023129,0
0.0.3023071,0
0.0.3023061,120000
0.0.3023026,0
0.0.3022986,0
0.0.3022947,0
0.0.3022879,0
0.0.3022852,0
0.0.3022849,0
0.0.3022819,0
0.0.3022426,0
0.0.3021906,0
0.0.3021695,0
0.0.3021605,0
0.0.3021515,0
0.0.3021356,0
0.0.3021223,0
0.0.3021158,0
0.0.3021068,0
0.0.3020749,0
0.0.3020624,0
0.0.3020590,0
0.0.3020452,0
0.0.3020423,0
0.0.3020403,0
0.0.3020303,0
0.0.3020190,0
0.0.3020140,0
0.0.3019969,0
0.0.3019961,0
0.0.3019709,0
0.0.3019500,0
0.0.3019339,0
0.0.3019330,0
0.0.3019308,0
0.0.3019141,0
0.0.3018960,0
0.0.3018954,0
0.0.3018633,0
0.0.3018542,0
0.0.3018482,0
0.0.3018433,0
0.0.3018367,0
0.0.3018254,0
0.0.3018161,0
0.0.3017972,0
0.0.3017925,0
0.0.3017907,0
0.0.3017889,0
0.0.3017706,0
0.0.3017662,0
0.0.3017648,0
0.0.3017615,0
0.0.3017586,0
0.0.3017582,898205.447048
0.0.3017581,0
0.0.3017511,0
0.0.3017484,0
0.0.3017448,0
0.0.3017445,0
0.0.3017435,0
0.0.3017431,0
0.0.3017392,0
0.0.3017285,0
0.0.3017243,0
0.0.3017126,0
0.0.3017090,0
0.0.3017075,0
0.0.3017010,0
0.0.3016916,0
0.0.3016890,0
0.0.3016810,0
0.0.3016795,0
0.0.3016713,0
0.0.3016619,0
0.0.3016595,0
0.0.3016545,0
0.0.3016502,0
0.0.3016425,0
0.0.3016422,0
0.0.3016143,0
0.0.3016054,0
0.0.3016024,0
0.0.3015905,0
0.0.3015578,0
0.0.3015569,0
0.0.3015481,0
0.0.3015476,0
0.0.3015418,0
0.0.3015395,0
0.0.3015361,0
0.0.3015115,0
0.0.3014757,0
0.0.3014428,0
0.0.3014414,0
0.0.3014393,0
0.0.3014377,0
0.0.3014352,0
0.0.3013848,0
0.0.3013800,0
0.0.3013732,0
0.0.3013256,2502465.997817
0.0.3012275,500000
0.0.3011832,0
0.0.3011139,0
0.0.3010962,0
0.0.3010880,0
0.0.3010736,0
0.0.3010578,0
0.0.3010572,0
0.0.3010527,0
0.0.3010442,0
0.0.3010331,0
0.0.3008519,0
0.0.3007652,0
0.0.3007596,0
0.0.3007485,0
0.0.3007425,0
0.0.3006880,0
0.0.3006870,0
0.0.3006861,0
0.0.3006855,0
0.0.3006614,0
0.0.3006419,931967.825775
0.0.3005977,0
0.0.3005776,0
0.0.3005560,0
0.0.3005557,0
0.0.3005465,0
0.0.3004992,21073.087065
0.0.3004966,0
0.0.3004948,0
0.0.3004909,0
0.0.3004672,0
